任务id,任务名,主线/支线,对话/打怪/掉落/寻物,等级限制,前置任务ID,后置任务ID,可完成次数,任务内容,任务目标,任务目标数量,任务简介,任务说明,说明脚本,接任务追踪,追踪脚本,未完成说明,追踪脚本,已完成追踪,追踪脚本,接任务NPC,还任务NPC,接任务脚本,还任务脚本,接任务对话,还任务对话,未完成对话,经验,阅历,索尼,物品,怪物组Id和掉落机率,guideDoing,guideDoingScript,guideComplete,guideCompleteScript,完成任务等级限制,章节,特殊任务类型枚举
9004,获得3星龙珠,1,1,1,15,7010,1,与布尔玛对话,0,0,与布尔玛对话,与|布尔玛^对话,clickNPC|NPC06@map2,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]获得3星龙珠<br/>与|布尔玛^对话,clickNPC|NPC06@map2,[主]获得3星龙珠<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,openActiveDegreeBox(3),,可恶的色老头，居然提这么过分的要求才肯赔我龙珠。不许问，问了我也不会说的。|额~我没想问。^接任务|[接受]获得3星龙珠,总算得到3星龙珠了，你收好，如果再丢了我就向神龙许愿让你永远长不高。|如果丢了你拿什么召唤神龙呢？^还任务|[完成]获得3星龙珠,,0,0,1900,0,,与|布尔玛^对话,clickNPC|NPC06@map2,去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,-1
7010,龙典秘籍,1,5,1,9004,7011,1,打开龙典界面，激活神龙卷一的所有节点,0,1,打开龙典界面，激活神龙卷一的所有节点,打开龙典界面，激活神龙卷一的所有节点,,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]龙典秘籍<br/>打开龙典界面，激活神龙卷一的所有节点,,[主]龙典秘籍<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,activeFunction(4),clickNPC|NPC06@map2,这是龙典秘籍？那个色老头要我转交给你的。打开它激活全部节点就能提高战斗力。|好的。^接任务|[接受]龙典秘籍,后面的内容只有实力提升后才能看到，每次激活都会消耗阅历，所以不要忘了修行哦。|了解了。^还任务|[完成]龙典秘籍,还有什么不明白的么？打开龙典，激活就可以了。|好的。^进行中|[进行中]龙典秘籍,1000,160,2500,0,,[主]龙典秘籍<br/>打开龙典界面，激活神龙卷一的所有节点,,[主]龙典秘籍<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,9
7011,新的技能,1,5,1,7010,16,1,打开伙伴技能界面，装备新技能,0,1,打开伙伴技能界面，装备新技能,打开伙伴技能界面，装备新技能,,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]新的技能<br/>打开伙伴技能界面，装备新技能,,[主]新的技能<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,activeFunction(502),clickNPC|NPC06@map2,激活龙典可以领悟新技能，赶快去装备吧！|好的。^接任务|[接受]新的技能,新的技能增加了威力呢，继续激活龙典可以领悟更多的技能。|了解了。^还任务|[完成]新的技能,还有什么不明白的么？打开伙伴技能界面进行装备就可以了。|好的。^进行中|[进行中]新的技能,1000,160,2500,0,,[主]新的技能<br/>打开伙伴技能界面，装备新技能,,[主]新的技能<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,10
16,遭到驱逐,1,2,1,7011,17,1,击退小镇护卫队,24,1,击退小镇护卫队,击退|小镇护卫队^,openFB|2@3@24@24@6,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]遭到驱逐<br/>击退|小镇护卫队长^({0}/{1}),openFB|2@3@24@24@6,[主]遭到驱逐<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,"openFB|2@3@24@24@6,addSection(21)",clickNPC|NPC06@map2,这个小镇真奇怪，大白天一个人都没有？啊~|小心偷袭。^接任务|[接受]遭到驱逐,什么叫误会？要是刚才被偷袭的是我就没命了。不是看着龙珠的份上才不会管他们呢。|我们还是考虑下怎么活捉这只怪兽吧。^还任务|[完成]遭到驱逐,你，你没事吧？|不碍事，你先躲起来。^进行中|[进行中]遭到驱逐,20000,6660,6200,0,,击退|小镇护卫队^,openFB|2@3@24@24@6,去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,-1
17,帮助小镇村民,1,2,1,16,7012,1,击败变身怪兽,28,1,击败变身怪兽,击败|变身怪兽^,openFB|2@3@28@28@6,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]帮助小镇村民<br/>击败|变身怪兽^({0}/{1}),openFB|2@3@28@28@6,[主]帮助小镇村民<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,"showStory|第一章勇敢的村民_openFB|2@3@28@28@6,addSection(25)",clickNPC|NPC06@map2,村民们说的乌龙来了，按计划行事。|希望乌龙不会看出破绽。^接任务|[接受]帮助小镇村民,乌龙呢？找到龙珠没有？|他变成蝙蝠逃走了。^还任务|[完成]帮助小镇村民,乌龙发现上当了，快抓住他。|好的。^进行中|[进行中]帮助小镇村民,20000,6660,6200,0,,击败|乌龙怪兽^,openFB|2@3@28@28@6,去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,-1
7012,角色修炼,1,5,1,17,18,1,打开伙伴修炼界面，修炼四种属性各1次,0,1,打开伙伴修炼界面，修炼四种属性各1次,打开伙伴修炼界面，修炼四种属性各1次,,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]伙伴修炼<br/>打开伙伴修炼界面，修炼四种属性各1次,,[主]伙伴修炼<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,activeFunction(505),clickNPC|NPC06@map2,现在教你一种新的提升方式----修炼，你和伙伴都可以进行哦。|好的。^接任务|[接受]伙伴修炼,你学得蛮快嘛，修炼是长期的事情哦，要日积月累才能有所突破。|好的，我会的。^还任务|[完成]伙伴修炼,还有什么不明白的么？打开伙伴修炼界面进行修炼。|好的。^进行中|[进行中]伙伴修炼,1000,160,2500,0,,[主]伙伴修炼<br/>打开伙伴修炼界面，修炼四种属性各1次,,[主]伙伴修炼<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,11
18,抓捕乌龙,1,2,1,7012,9005,1,击败乌龙,32,1,击败乌龙,击败|乌龙^,openFB|2@3@32@32@6,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]抓捕乌龙<br/>击败|乌龙^({0}/{1}),openFB|2@3@32@32@6,[主]抓捕乌龙<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,"openFB|2@3@32@32@6,addSection(29)",,还愣着干什么还不快去追？不抓住他怎么救被抢走的村民？|他逃不掉的。^接任务|[接受]抓捕乌龙,这就是乌龙？对这样的小猪根本没法生起气来嘛。|还是快让他带我们找到龙珠和村民的女儿吧。^还任务|[完成]抓捕乌龙,不要让怪兽跑了，快追。|没问题。^进行中|[进行中]抓捕乌龙,20000,6660,6200,2*7905*1,,击杀|乌龙小分队^,openFB|2@3@32@32@6,去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,-1
9005,获得6星龙珠,1,1,1,18,19,1,与布尔玛对话,0,0,与布尔玛对话,与|布尔玛^对话,clickNPC|NPC07@map2,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]获得6星龙珠<br/>与|布尔玛^对话,clickNPC|NPC06@map2,[主]获得6星龙珠<br/>去找|布尔玛^完成任务,clickNPC|NPC06@map2,NPC06@map2,NPC06@map2,openActiveDegreeBox(6),,龙珠，是我的龙珠。|呼~总算是找回来了。^接任务|[接受]获得6星龙珠,太好了，现在只剩两颗龙珠。下一颗在火焰山，真麻烦，听说火焰山的牛魔王很厉害。|龟仙人也很厉害，不如我们去找他帮忙吧。^还任务|[完成]获得6星龙珠,,0,0,1900,0,,与|布尔玛^对话,clickNPC|NPC06@map2,去找|布尔玛^完成任务,clickNPC|NPC06@map2,1,2,-1
19,解除误会,1,1,1,9005,20,1,与龟仙人对话,0,0,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC06@map2,去找|布尔玛^领取任务,clickNPC|NPC06@map2,[主]解除误会<br/>与|龟仙人^对话({0}/{1}),clickNPC|NPC07@map2,[主]解除误会<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC06@map2,NPC07@map2,clickNPC|NPC07@map2,clickNPC|NPC07@map2,那个老不正经，不知道又会提什么条件。|呃，还好吧。^接任务|[接受]解除误会,是你啊。和你一起的女孩呢？|啊，她……^还任务|[完成]解除误会,待会你去跟他说。|好的。^进行中|[进行中]解除误会,33500,11160,8000,1*11004*1,,与|龟仙人^对话,clickNPC|NPC06@map2,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
20,沙漠强盗,1,2,1,19,7013,1,击败乐平,37,1,击败乐平,击败|乐平^,openFB|2@4@37@37@6,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]沙漠强盗<br/>击败|乐平^({0}/{1}),openFB|2@4@37@37@6,[主]沙漠强盗<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,"openFB|2@4@37@37@6,addSection(33)",clickNPC|NPC07@map2,去火焰山的路要通过一片沙漠，沙漠中活跃着凶狠的强盗。你们还是不要去冒险的好。|知道了，这些还拦不住我。^接任务|[接受]沙漠强盗,真的很有干劲呢，让我想起年轻的时候。|不敢想象龟仙人年轻的时候是什么样子。^还任务|[完成]沙漠强盗,你还没有进沙漠的吗？|这就去。^进行中|[进行中]沙漠强盗,33500,11160,8000,0,,击败|乐平^,openFB|2@4@37@37@6,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
7013,酒馆会谈,1,5,1,20,21,1,打开酒馆会谈界面，进行1次会谈,0,1,打开酒馆会谈界面，进行1次会谈,打开酒馆会谈界面，进行1次会谈,,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]酒馆会谈<br/>打开酒馆会谈界面，进行1次会谈,,[主]酒馆会谈<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,activeFunction(507),clickNPC|NPC07@map2,酒馆会谈是获得强力伙伴的主要途径，不过运气很重要。|知道了。^接任务|[接受]酒馆会谈,不知道你有没有会谈到新的伙伴，通过不停的战斗，可以会谈的伙伴也会越来越多哦。|了解了。^还任务|[完成]酒馆会谈,光说没用，你还是实际会谈一次吧！|这就去。^进行中|[进行中]酒馆会谈,1000,160,2500,0,,[主]酒馆会谈<br/>打开酒馆会谈界面，进行1次会谈,,[主]酒馆会谈<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,12
8002,会谈新伙伴,2,6,1,7013,0,1,通过酒馆会谈获得一名新伙伴,0,1,通过酒馆会谈获得一名新伙伴,通过酒馆会谈获得一名新伙伴,,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[支]会谈新伙伴<br/>通过酒馆会谈获得一名新伙伴,,[支]会谈新伙伴<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,,,通过酒馆会谈可以获得新的伙伴哦|好的。^接任务。|[接受]会谈新伙伴,不错不错，你已经做到了。|好的。^还任务|[完成]会谈新伙伴,会谈需要一定的运气，就算现在没会谈到也不要紧。|知道了。^进行中|[进行中]会谈新伙伴,1000,210,2500,2*81000*1,,[支]会谈新伙伴<br/>通过酒馆会谈获得一名新伙伴,,[支]会谈新伙伴<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
21,出发火焰山,1,2,1,7013,7014,1,击败琪琪,42,1,击败琪琪,击败|琪琪^,openFB|2@4@42@42@6,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]出发火焰山<br/>击败|琪琪^({0}/{1}),openFB|2@4@42@42@6,[主]出发火焰山<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,"openFB|2@4@42@42@6,addSection(38)",clickNPC|NPC07@map2,嗯，琪琪？她怎么在这里？她是牛魔王的女儿，你们可以向她打听龙珠的事情。|好的。^接任务|[接受]出发火焰山,都叫你们不要吓着她了，还好伤得不重，不然就不好向牛魔王交待了。|你似乎和牛魔王很熟？^还任务|[完成]出发火焰山,琪琪胆子很小，你们好好说话，不要吓着她了。|明白了。^进行中|[进行中]出发火焰山,33500,11160,8000,1*15004*1,,击败|琪琪^,openFB|2@4@42@42@6,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
7014,竞技场,1,5,1,21,22,1,打开竞技场界面，进行1次比武竞技,0,1,打开竞技场界面，进行1次比武竞技,打开竞技场界面，进行1次比武竞技,,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]竞技场<br/>打开竞技场界面，进行1次比武竞技,,[主]竞技场<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,activeFunction(16),clickNPC|NPC07@map2,竞技场是检验自己实力的好地方，排名越高可以获得越多的声望！现在去竞技场战斗一次吧！|知道了。^接任务|[接受]竞技场,胜败乃常事，竞技场中不管胜败都是有声望奖励的，每天的次数千万不要浪费。|了解了。^还任务|[完成]竞技场,不要害怕战斗，勇敢的进行挑战！|这就去。^进行中|[进行中]竞技场,1000,160,2500,0,,[主]竞技场<br/>打开竞技场界面，进行1次比武竞技,,[主]竞技场<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,13
22,凶恶的牛魔王,1,2,1,7014,9006,1,击败牛魔王,43,1,击败牛魔王,击败|牛魔王^,openFB|2@4@43@43@6,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]凶恶的牛魔王<br/>击败|牛魔王^({0}/{1}),openFB|2@4@43@43@6,[主]凶恶的牛魔王<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,"openFB|2@4@43@43@6,addSection(43)",clickNPC|NPC07@map2,牛魔王其实是我的徒弟，不过这些年为了钱财杀了不少人。你们替我教训下他吧。|没问题，看他凶恶的样子肯定干了不少坏事。^接任务|[接受]凶恶的牛魔王,这么轻松就打败牛魔王，普通人里已经没有你的对手了。|侥幸而已，不过火焰山的火得靠龟仙人你帮忙了。^还任务|[完成]凶恶的牛魔王,出手不要太重，我只有两个徒弟，还是给他一次悔改的机会吧。|好吧，希望他不会执迷不悟。^进行中|[进行中]凶恶的牛魔王,122250,40740,16000,1*16004*1,,击败|牛魔王^,openFB|2@4@43@43@6,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
9006,获得7星龙珠,1,1,1,22,23,1,与龟仙人对话,0,0,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC07@map2,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]获得7星龙珠<br/>与|龟仙人^对话,clickNPC|NPC07@map2,[主]获得7星龙珠<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,openActiveDegreeBox(7),,看，火已经灭了。我们之前说好的条件可不能忘了哦。|火的确是灭了，可山和城堡也……^接任务|[接受]获得7星龙珠,我用力过大了，龙珠应该还在废墟里。你们很有潜质，想不想到我家来接受特训。|嗯，等我集齐龙珠后就去找您。^还任务|[完成]获得7星龙珠,,0,0,1900,0,,与|龟仙人^对话,clickNPC|NPC07@map2,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
23,恐怖的兔人参,1,2,1,9006,24,1,击败兔人参,48,1,击败兔人参,击败|兔人参^,openFB|2@5@48@48@6,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]恐怖的兔人参<br/>击败|兔人参^({0}/{1}),openFB|2@5@48@48@6,[主]恐怖的兔人参<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,"openFB|2@5@48@48@6,addSection(44)",activeFunction(509),兔人参能够把触碰他的人变成胡萝卜，如果放任不管村民们都会有危险。|为民除害的事情我最喜欢了。^接任务|[接受]恐怖的兔人参,兔子还是待在月宫最合适。|月宫有兔子，那嫦娥呢？^还任务|[完成]恐怖的兔人参,布尔玛被变成胡萝卜了，不要担心，我去抢胡萝卜你收拾兔人参。|好，布尔玛的安全交给你了。^进行中|[进行中]恐怖的兔人参,122250,40740,16000,1*14004*1,,击败|兔人参^,openFB|2@5@48@48@6,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
24,抢龙珠的皮拉夫,1,2,1,23,9007,1,击败皮拉夫,53,1,击败皮拉夫,击败|皮拉夫^,openFB|2@5@53@53@6,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]抢龙珠的皮拉夫<br/>击败|皮拉夫^({0}/{1}),openFB|2@5@53@53@6,[主]抢龙珠的皮拉夫<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,"openFB|2@5@53@53@6,addSection(49)",clickNPC|NPC07@map2,中计了，龙珠全部被抢走了。不能让他们用龙珠实现邪恶的愿望。|悟空身上还有一颗龙珠，他们不会得逞的。^接任务|[接受]抢龙珠的皮拉夫,还好悟空身上还藏有一颗龙珠，不然就功亏一篑了。|不让邪恶的愿望实现才是我们寻找龙珠的目的。^还任务|[完成]抢龙珠的皮拉夫,他们发现了，现在收拾他们。|这些笨蛋，同样的计策我们不会中计两次。^进行中|[进行中]抢龙珠的皮拉夫,122250,40740,16000,1*12004*1#1*13004*1,,击败|皮拉夫^,openFB|2@5@53@53@6,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
9007,获得1星龙珠,1,1,1,24,25,1,与龟仙人对话,0,0,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC07@map2,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]获得1星龙珠<br/>与|龟仙人^对话,clickNPC|NPC07@map2,[主]获得1星龙珠<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,openActiveDegreeBox(1),activeFunction(32),这是最后一颗龙珠了，集齐七颗龙珠就可以召唤神龙。|神龙长什么样子呢？我很期待啊。^接任务|[接受]获得1星龙珠,出来吧，神龙。|这就是神龙吗？好威武的样子。^还任务|[完成]获得1星龙珠,,0,0,1900,0,,与|龟仙人^对话,clickNPC|NPC07@map2,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
25,悟空大变身,1,2,1,9007,7015,1,与巨猿战斗坚持3回合,54,1,与巨猿战斗坚持3回合,与|巨猿^战斗坚持3回合,openFB|2@5@54@54@6,去找|龟仙人^领取任务,clickNPC|NPC07@map2,[主]悟空大变身<br/>与|巨猿^战斗坚持3回合({0}/{1}),openFB|2@6@34@22@6,[主]悟空大变身<br/>去找|龟仙人^完成任务,clickNPC|NPC07@map2,NPC07@map2,NPC07@map2,"showStory|第一章悟空大变身_openFB|2@5@54@54@6,addSection(54)",clickNPC|NPC07@map2,巨猿？我记得悟饭说过，原来他就是那个孩子。攻击他的尾巴，那是他的弱点。|我拖住他，你们想办法剪断尾巴。^接任务|[接受]悟空大变身,这么恐怖的力量我还是第一次见，连我也不是他的对手。|尾巴断了，希望悟空以后不会再变身。^还任务|[完成]悟空大变身,自己小心，我们会尽快制伏他。|交给我了。^进行中|[进行中]悟空大变身,138500,46150,17200,2*80000*5#2*81000*2,,与|巨猿^战斗坚持3回合,openFB|2@5@54@54@6,去找|龟仙人^完成任务,clickNPC|NPC07@map2,1,2,-1
